species,distance_to_mean_shape,closest_species,distance_to_closest,furthest_species,distance_to_furthest,ficha_en,ficha_es,fuentes_wikipedia
Anachis_coronata,156.735,Anachis_vexillum,60.318,Caecum_heptagonum,626.694,"Anachis coronata is a species of marine gastropod mollusk belonging to the family Columbellidae, commonly known as dove snails. It occurs in the Gulf of California and the Pacific Ocean off Mexico and Panama. The shell of Anachis coronata attains a length of 5.5 mm. The shell varies significantly among specimens; some are slender and acuminate, featuring numerous fine ribs, while others have a shape more typical of Anachis varia with ribs spaced further apart and slight tubercular appearance. The upper whorls of the shell are smooth, and the outer lip of the shell is finely toothed with grooves. The shell exhibits fine coloration with brownish-purple pencilings on a light ground.

Anachis coronata shares morphological similarities with Anachis vexillum, being part of a highly polyphyletic genus that often features longitudinal ribs and an elevated spire, typical of the group. In contrast, it is morphologically quite different from Caecum heptagonum, a species characterized by a vastly different shell structure and appearance. The distance to the mean shape indicates that Anachis coronata is central in terms of its shell morphology within the diversity found in the Gulf of California.","Anachis coronata es una especie de molusco gasterópodo marino perteneciente a la familia Columbellidae, comúnmente conocida como caracoles paloma. Se encuentra en el Golfo de California y el Océano Pacífico frente a México y Panamá. La concha de Anachis coronata alcanza una longitud de 5.5 mm. La forma de la concha varía significativamente entre los especímenes; algunas son delgadas y acuminadas, con numerosas costillas finas, mientras que otras tienen una forma más típica de Anachis varia, con costillas más separadas y una apariencia tubercular ligera. Los últimos tramos de la concha son lisos, y el labio externo de la concha es finamente dentado con surcos. La concha muestra una coloración fina con trazos marrón-púrpura sobre un fondo claro.

Anachis coronata comparte similitudes morfológicas con Anachis vexillum, formando parte de un género altamente polifilético que a menudo presenta costillas longitudinales y una espira elevada, típica del grupo. En contraste, es morfológicamente muy diferente de Caecum heptagonum, una especie caracterizada por una estructura y apariencia de concha totalmente distinta. La distancia a la forma media indica que Anachis coronata es central en términos de su morfología de concha dentro de la diversidad encontrada en el Golfo de California.",Wikipedia: Anachis coronata | Wikipedia: Anachis
Olivella_minuta,161.096,Olivella_watermani,51.258,Thylacodes_riisei,624.484,"Olivella minuta, known as the minute dwarf olive, is a marine gastropod mollusk in the subfamily Olivellinae of the family Olividae. The species is characterized by a small, oblong shell, typically measuring between 6 mm and 15 mm in length, with a common size of 13 mm. The shell ends in a conical point at the anterior and displays brown patterns that can range from chevron to irregular lines and blotches. Olivella minuta is distributed primarily in tropical waters, including the Caribbean Sea, Gulf of Mexico, and waters off the Lesser Antilles, as well as the coasts of Colombia, Jamaica, Mexico, and as far south as Argentina. The shell features, such as the keel-like twist at the anterior end of the columella found in Olivella genera, indicate a morphological similarity to Olivella watermani. In contrast, it is morphologically dissimilar to Thylacodes riisei. Olivella minuta, with its typical shell size and form, represents a central structure among Gulf species.","Olivella minuta, conocida como la oliva enana minuto, es un molusco gasterópodo marino de la subfamilia Olivellinae de la familia Olividae. La especie se caracteriza por una concha pequeña y oblonga, que típicamente mide entre 6 mm y 15 mm de longitud, con un tamaño común de 13 mm. La concha termina en un punto cónico en el extremo anterior y presenta patrones marrones que pueden variar de chevron a líneas y manchas irregulares. Olivella minuta se distribuye principalmente en aguas tropicales, incluyendo el Mar Caribe, el Golfo de México y las aguas de las Antillas Menores, así como en las costas de Colombia, Jamaica, México y tan al sur como Argentina. Las características de la concha, como el giro tipo quilla en el extremo anterior de la columela que se encuentra en los géneros Olivella, indican una similitud morfológica con Olivella watermani. En contraste, es morfológicamente disímil a Thylacodes riisei. Olivella minuta, con su tamaño y forma de concha típica, representa una estructura central entre las especies del Golfo.",Wikipedia: Olivella minuta | Wikipedia: Olivella
Ficus_papyratia,166.219,Fulguropsis_texana,81.934,Caecum_heptagonum,630.115,"Ficus papyratia is a species of sea snail within the family Ficidae, known for the characteristic fig shells. The shell of Ficus papyratia is notably light and pyriform with a ventricose, ribbed, and cancellated texture. It has a very short spire, a large aperture, a smooth columella, and a straight elongated canal. The thin outer lip is entire and the shell lacks an umbilicus. The coloration and detailed sculpture of this species are not specified. Ficus papyratia shares morphological traits with the species Fulguropsis texana, particularly in shell structure and texture, while being distinct from Caecum heptagonum, which is heavily divergent in form. The species exhibits a peripheral distance to the mean shape, indicating its divergent form compared to typical Gulf assemblages.","Ficus papyratia es una especie de caracol marino de la familia Ficidae, conocida por las características conchas de higo. La concha de Ficus papyratia es notablemente ligera y de forma piriforme, con una textura ventruda, acanalada y cancelada. Tiene una espira muy corta, una gran apertura, una columela lisa y un canal alargado y recto. El labio exterior fino es entero y la concha carece de ombligo. La coloración y la escultura detallada de esta especie no están especificadas. Ficus papyratia comparte rasgos morfológicos con la especie Fulguropsis texana, particularmente en la estructura y textura de la concha, mientras es distinta de Caecum heptagonum, que es altamente divergente en su forma. La especie exhibe una distancia periférica al promedio de la forma, lo que indica su forma divergente en comparación con los ensamblajes típicos del Golfo.",Wikipedia: Ficus papyratia | Wikipedia: Ficus
Lobatus_raninus,168.669,Naria_turdus,95.606,Thylacodes_riisei,552.071,"Lobatus raninus, commonly known as the hawk-wing conch, belongs to the family Strombidae, which includes true conchs. It features a robust and solid shell with a distinctive stromboid notch, and coarse spiral ridges adorn the body whorl dorsally. The maximum shell length can reach up to 130 mm. The shell typically displays a brownish color with dispersed white spots, while both the inner and outer lips are cream or white. This species is distributed across the Caribbean Sea, Gulf of Mexico, and the Lesser Antilles. It inhabits shallow waters near seagrass beds with a recorded depth range from 0.3 m to 55 m. As a herbivore, like other Strombus species, Lobatus raninus feeds primarily on plant material. In terms of morphology, Lobatus raninus shows similarity to Naria turdus, sharing traits such as solid structure and spiraled patterning. In contrast, it is morphologically different from Thylacodes riisei, which suggests a divergent form. The distance to the mean shape indicates Lobatus raninus as a central, typical form characteristic of Gulf species.","Lobatus raninus, comúnmente conocido como el caracol alado de halcón, pertenece a la familia Strombidae, que incluye los vólvulos o caracoles verdaderos. Presenta una concha robusta y sólida con una muesca estromboide distintiva, y crestas en espiral gruesas adornan el casco dorsal del cuerpo. La longitud máxima de la concha puede alcanzar hasta los 130 mm. La concha suele mostrar un color marrón con manchas blancas dispersas, mientras que tanto los labios internos como externos son crema o blancos. Esta especie se distribuye en el mar Caribe, el golfo de México y las Antillas Menores. Habita en aguas poco profundas cerca de lechos de pastos marinos, con un rango de profundidad registrado de 0,3 m a 55 m. Como herbívoro, al igual que otras especies de Strombus, Lobatus raninus se alimenta principalmente de material vegetal. En términos de morfología, Lobatus raninus muestra similitud con Naria turdus, compartiendo rasgos como estructura sólida y patrón en espiral. En contraste, es morfológicamente diferente de Thylacodes riisei, lo que sugiere una forma divergente. La distancia a la forma promedio indica que Lobatus raninus es una forma central, típica de las especies del Golfo.",Wikipedia: Lobatus raninus | Wikipedia: Lobatus
Ranularia_cynocephala,169.237,Fulguropsis_spirata,105.452,Caecum_heptagonum,598.607,"Ranularia cynocephala is a species of predatory sea snail belonging to the family Cymatiidae. The maximum recorded shell length is 84 mm. This marine gastropod is found at depths ranging from 0 to 137 meters, indicating its adaptability to various marine environments. Morphologically, it shares similarities with Fulguropsis spirata, notably in the shell structure and predatory nature. In contrast, it is morphologically distinct from Caecum heptagonum. Based on its distance to mean shape (169237), it is considered nearer to a typical Gulf form than the most morphologically divergent species. The genus Ranularia comprises predatory sea snails, emphasizing their role in marine ecosystems.","Ranularia cynocephala es una especie de caracol marino depredador perteneciente a la familia Cymatiidae. La longitud máxima registrada de la concha es de 84 mm. Este gasterópodo marino se encuentra a profundidades que van de los 0 a los 137 metros, lo que indica su adaptabilidad a diversos entornos marinos. Morfológicamente, comparte similitudes con Fulguropsis spirata, notablemente en la estructura de la concha y su naturaleza depredadora. En contraste, es morfológicamente distinto de Caecum heptagonum. Según su distancia a la forma media (169237), se considera más cercano a una forma típica del Golfo que la especie más divergente morfológicamente. El género Ranularia comprende caracoles marinos depredadores, lo que destaca su papel en los ecosistemas marinos.",Wikipedia: Ranularia cynocephala | Wikipedia: Ranularia
Melongena_melongena,169.339,Pusula_pediculus,124.203,Caecum_heptagonum,566.499,"Melongena melongena is a marine gastropod mollusk belonging to the genus Melongena within the family Melongenidae. The morphology of Melongena melongena is distinct from its closest and most morphologically similar species, Pusula pediculus, yet the shell may exhibit common traits such as similar spiraling patterns and a generally elongated form. In contrast, the shell structure is notably different from Caecum heptagonum, which has a much more divergent shell morphology. Melongena melongena appears to be more closely aligned with typical Gulf forms rather than being highly divergent. This species has a central position in relation to the mean shape typical of Gulf species, suggesting it is relatively representative of the region's gastropod morphology.","Melongena melongena es un molusco gasterópodo marino perteneciente al género Melongena dentro de la familia Melongenidae. La morfología de Melongena melongena se distingue de su especie más cercana y morfológicamente similar, Pusula pediculus, aunque el caparazón puede presentar características comunes como patrones de espiral similares y una forma generalmente alargada. En contraste, la estructura del caparazón es notablemente diferente de la de Caecum heptagonum, que tiene una morfología de caparazón mucho más divergente. Melongena melongena parece estar más alineada con las formas típicas del Golfo en lugar de ser muy divergente. Esta especie tiene una posición central en relación a la forma media típica de las especies del Golfo, lo que sugiere que es relativamente representativa de la morfología de los gasterópodos de la región.",Wikipedia: Melongena
Cinctura_lilium,169.881,Fasciolaria_tulipa,62.359,Caecum_heptagonum,650.312,"Cinctura lilium, commonly known as the banded tulip, is a species of sea snail in the family Fasciolariidae. The shell of C. lilium is smaller than that of the closely related Fasciolaria tulipa, with color splotches appearing as a redder color and blue in rare areas. The stripes on the shell, which lend the species its common name, are spaced further apart. It typically reaches a length of 57 to 105 mm. Cinctura lilium is found along the coastlines of North and South Carolina and in the Gulf of Mexico, extending from the Florida coast to the Gulf coast of Texas and south into Mexico, as well as in the Caribbean Sea. Its habitat includes sand and muddy sand substrates from depths of approximately 0.6 to 46 meters. Little is known about its diet, but it is presumed to consume small gastropods and bivalves. The species shares morphological similarities with Fasciolaria tulipa, such as a fusiform shell shape; however, its smaller size and distinct coloration set it apart. Cinctura lilium is considered morphologically central within Gulf of California forms, whereas Caecum heptagonum is notably distinct.","Cinctura lilium, comúnmente conocida como el tulipán con bandas, es una especie de caracol marino de la familia Fasciolariidae. La concha de C. lilium es más pequeña que la de la especie relacionada Fasciolaria tulipa, presentando manchas de color más rojizas y azules en áreas raras. Las rayas en la concha, que dan nombre común a la especie, están más separadas. Típicamente alcanza una longitud de 57 a 105 mm. Cinctura lilium se encuentra a lo largo de las costas de Carolina del Norte y del Sur y en el Golfo de México, desde la costa de Florida hasta la costa del Golfo de Texas y al sur en México, así como en el Mar Caribe. Su hábitat incluye sustratos de arena y arena fangosa a profundidades de aproximadamente 0.6 a 46 metros. Se sabe poco sobre su dieta, pero se presume que consume pequeños gastrópodos y bivalvos. La especie comparte similitudes morfológicas con Fasciolaria tulipa, como una forma de concha fusiforme; sin embargo, su menor tamaño y coloración distintiva la diferencian. Cinctura lilium se considera morfológicamente central dentro de las formas del Golfo de California, mientras que Caecum heptagonum es notablemente distinto.",Wikipedia: Cinctura lilium | Wikipedia: Cinctura
Caesia_fossata,17.214,Stramonita_floridana,92.342,Caecum_heptagonum,632.732,"Caesia fossata is a marine gastropod mollusk included in the subfamily Nassariinae of the family Nassariidae. The shell of Caesia fossata is bucciniform, characterized by an elevated spire and rugged whorls. The inner lip displays a spreading, corrugated callus, while the outer lip is denticulate and lirate internally but not variced externally. 

Geographically, the species inhabits marine environments, though specific details on its distribution within the Gulf of California are not provided. Morphologically, Caesia fossata shares similarities with Stramonita floridana, primarily in shell shape and robustness, highlighting common traits such as a bucciniform appearance. In contrast, Caesia fossata significantly differs from Caecum heptagonum, which could be observed through differing shell characteristics such as shape and ornamentation. 

In terms of the species' typicality, Caesia fossata's distance to mean shape indicates a central position within the Gulf of California species assemblage, suggesting it represents a typical marine form of this region.","Caesia fossata es un molusco gasterópodo marino incluido en la subfamilia Nassariinae de la familia Nassariidae. La concha de Caesia fossata es bucciniforme, caracterizada por una espira elevada y vueltas rugosas. El labio interno muestra una callosidad extendida y corrugada, mientras que el labio externo es denticulado y lirado internamente, pero no varicado externamente.

Geográficamente, la especie habita ambientes marinos, aunque no se proporcionan detalles específicos sobre su distribución en el Golfo de California. Morfológicamente, Caesia fossata comparte similitudes con Stramonita floridana, principalmente en la forma y robustez de la concha, destacando características comunes como una apariencia bucciniforme. En contraste, Caesia fossata difiere significativamente de Caecum heptagonum, lo cual podría observarse en características como forma y ornamentación de las conchas. 

En términos de tipicidad de la especie, la distancia de Caesia fossata a la forma promedio indica una posición central dentro del conjunto de especies del Golfo de California, sugiriendo que representa una forma marina típica de esta región.",Wikipedia: Caesia (gastropod) | Wikipedia: Caesia
Bostrycapulus_aculeatus,172.968,Calyptraea_spirata,70.899,Thylacodes_riisei,553.499,"Bostrycapulus aculeatus, commonly known as the spiny slipper snail, belongs to the family Calyptraeidae. The species distribution includes Florida and the Bahamas. Bostrycapulus aculeatus has a maximum recorded shell length of 30 mm. The species resides at depths ranging from 0 to 80 meters. The shell of Bostrycapulus aculeatus is similar in morphology to Calyptraea spirata, also a member of Calyptraeidae, sharing characteristics typical of slipper snails, such as a domed shape and the presence of a septum. In contrast, it is morphologically distinct from Thylacodes riisei. The distance to mean shape indicates that Bostrycapulus aculeatus presents a central form typical to the Gulf of California.","Bostrycapulus aculeatus, comúnmente conocido como el caracol babosa espinoso, pertenece a la familia Calyptraeidae. La distribución de la especie incluye Florida y las Bahamas. Bostrycapulus aculeatus tiene una longitud máxima de concha registrada de 30 mm. La especie reside en profundidades que van desde 0 hasta 80 metros. La concha de Bostrycapulus aculeatus es similar en morfología a Calyptraea spirata, también miembro de Calyptraeidae, compartiendo características típicas de caracoles babosa, como una forma abovedada y la presencia de un tabique. En contraste, es morfológicamente distinto de Thylacodes riisei. La distancia a la forma media indica que Bostrycapulus aculeatus presenta una forma central típica del Golfo de California.",Wikipedia: Bostrycapulus aculeatus | Wikipedia: Bostrycapulus
Turbinella_angulata,174.202,Cinctura_lilium,89.758,Caecum_heptagonum,669.659,"Turbinella angulata, commonly known as the West Indian chank shell or Lamp Shell, is a large tropical sea snail in the family Turbinellidae. It is found in the Western Atlantic Ocean, ranging from the Florida Keys and Bahamas south to Cuba, Dominican Republic, Jamaica, Haiti, and on the Caribbean coast of Mexico, Belize, Honduras, Nicaragua, Costa Rica, Panama, and Colombia. The shell size ranges between 12.7 to 49.6 centimeters and is characterized by its heavy, fusiform shape with a sculpture of 8 to 10 prominent ribs angled at the shoulder. The columella has three strong folds, and the external shell surface is generally white, with the inner areas showing pink or orange hues. Turbinella angulata inhabits reef-associated environments, residing in subtidal and offshore mud, rock or sand beds, and mangrove lagoons at depths ranging from 0 to 45 meters. Its morphology is somewhat similar to the species Cinctura lilium, sharing attributes like the fusiform shape and prominent shoulder ribs. The distance to mean shape for Turbinella angulata is 174202, suggesting it is a central form typical of the Gulf environment. In contrast, Caecum heptagonum is the most morphologically different species, highlighting Turbinella angulata's distinctive shell features compared to more tubular forms.","Turbinella angulata, comúnmente conocida como concha chank de las Indias Occidentales o concha de lámpara, es un caracol marino tropical grande de la familia Turbinellidae. Se encuentra en el Océano Atlántico occidental, desde los Cayos de Florida y las Bahamas hacia el sur hasta Cuba, República Dominicana, Jamaica, Haití, y en la costa caribeña de México, Belice, Honduras, Nicaragua, Costa Rica, Panamá y Colombia. El tamaño de la concha varía de 12.7 a 49.6 centímetros y se caracteriza por su forma pesada y fusiforme con una escultura de 8 a 10 costillas prominentes anguladas en el hombro. La columela presenta tres fuertes pliegues, y la superficie externa de la concha es generalmente blanca, mientras que las áreas internas muestran tonos rosados o anaranjados. Turbinella angulata habita ambientes asociados a arrecifes, residiendo en lodo submareal y costa afuera, camas de roca o arena, y lagunas de manglar a profundidades que van de 0 a 45 metros. Su morfología es algo similar a la especie Cinctura lilium, compartiendo atributos como la forma fusiforme y costillas prominentes en el hombro. La distancia a la forma media para Turbinella angulata es 174202, lo que sugiere que es una forma central típica del entorno del Golfo. En contraste, Caecum heptagonum es la especie más morfológicamente diferente, resaltando las características distintivas de la concha de Turbinella angulata en comparación con formas más tubulares.",Wikipedia: Turbinella angulata | Wikipedia: Turbinella
Bifurcium_bicanaliferum,174.928,Solenosteira_cancellaria,96.772,Caecum_heptagonum,646.087,"Bifurcium bicanaliferum is a species of sea snail within the family Columbellidae, also known as dove snails. Morphologically, Bifurcium bicanaliferum exhibits traits typical of the Columbellidae, such as elongated and spiral shells adapted for carnivorous feeding habits. This species was initially discovered off the Galapagos Islands. Morphologically similar to Solenosteira cancellaria, Bifurcium bicanaliferum may share shell characteristics such as varices and axial ribs. In contrast, Caecum heptagonum is remarkably different with a distance of 646087 to the mean shape of Bifurcium bicanaliferum. This species, with a distance to mean shape of 174928, is considered near the central morphological form typical of the Gulf of California and is part of the diverse marine gastropod fauna present in the region.","Bifurcium bicanaliferum es una especie de caracol marino de la familia Columbellidae, también conocidos como caracoles paloma. Morfológicamente, Bifurcium bicanaliferum exhibe características típicas de los Columbellidae, como conchas alargadas y en espiral adaptadas para hábitos alimenticios carnívoros. Esta especie fue descubierta inicialmente frente a las Islas Galápagos. Morfológicamente similar a Solenosteira cancellaria, Bifurcium bicanaliferum puede compartir características de concha como varices y costillas axiales. En contraste, Caecum heptagonum es notablemente diferente con una distancia de 646087 a la forma media de Bifurcium bicanaliferum. Esta especie, con una distancia a la forma media de 174928, se considera cercana a la forma morfológica central típica del Golfo de California y forma parte de la diversa fauna de gasterópodos marinos presente en la región.",Wikipedia: Bifurcium | Wikipedia: Columbellidae
Polinices_lacteus,176.528,Naticarius_canrena,40.268,Caecum_heptagonum,565.755,"Polinices lacteus, commonly known as a moon snail, is a species of predatory sea snail within the family Naticidae. This species is known to inhabit a wide geographic range, discovered from the southern Atlantic coastlines, including the Caribbean Sea, Canary Islands, Angolan coast, Cape Verde, along nearly the full coastline of South America, and in the Gulf of Mexico. 

Morphologically, the shell of Polinices lacteus can reach a maximum length of 40 mm. The shell typically features a thin, yellowish periostracum, with an operculum that is thin, horny, and varies in color from yellow to amber-red. Polinices lacteus inhabits marine environments from shallow waters at sea level down to depths of about 120 meters. 

Polinices lacteus shares morphological similarities with Naticarius canrena, another species within the family Naticidae, as both feature similarly shaped, rounded shells often associated with moon snails. In contrast, it is significantly different from Caecum heptagonum, which exhibits a completely distinct shell morphology characterized by its elongated and tubular shape. 

In relation to other species within its range, Polinices lacteus is a central form, typical of the Gulf fauna, indicating morphological characteristics that are more representative of its family as compared to the peripheral forms like Caecum heptagonum.","Polinices lacteus, comúnmente conocido como caracol luna, es una especie de caracol marino depredador dentro de la familia Naticidae. Se sabe que esta especie habita una amplia gama geográfica, descubierta desde las costas del Atlántico sur, que incluye el Mar Caribe, las Islas Canarias, la costa de Angola, Cabo Verde, a lo largo de casi toda la costa de América del Sur y en el Golfo de México.

Morfológicamente, la concha de Polinices lacteus puede alcanzar una longitud máxima de 40 mm. La concha típicamente presenta un periostraco delgado y amarillento, con un opérculo que es delgado, córneo y varía en color de amarillo a ámbar-rojo. Polinices lacteus habita en ambientes marinos desde aguas poco profundas a nivel del mar hasta profundidades de unos 120 metros.

Polinices lacteus comparte similitudes morfológicas con Naticarius canrena, otra especie dentro de la familia Naticidae, ya que ambas presentan conchas de forma redondeada, típicas de los caracoles lunas. En contraste, es significativamente diferente de Caecum heptagonum, que exhibe una morfología de concha completamente distinta caracterizada por su forma alargada y tubular.

En relación con otras especies dentro de su rango, Polinices lacteus es una forma central, típica de la fauna del Golfo, lo que indica características morfológicas más representativas de su familia en comparación con las formas periféricas como Caecum heptagonum.",Wikipedia: Polinices lacteus | Wikipedia: Polinices
Naticarius_canrena,179.088,Polinices_lacteus,40.268,Caecum_heptagonum,57.332,"Naticarius canrena, commonly known as a predatory moon snail, is a marine gastropod mollusk in the family Naticidae. The maximum recorded shell length of Naticarius canrena is 65 mm. They are predatory creatures primarily feeding on bivalves, but they may attack other shelled mollusks, including fellow moon snails. Naticarius canrena inhabits a range of depths, from the intertidal zone down to 101 meters, with specimens found as deep as 400 feet off the coast of Barbados. Their habitat includes sandy substrates where they hunt by ploughing through the sand. The shell of Naticarius canrena is globular, a typical shape within their family. Morphologically, they show similarity with Polinices lacteus, especially in shell coiling and texture, contrasting starkly with Caecum heptagonum, the most morphologically divergent species in comparison. This species can be regarded as exhibiting a central form typical of the Gulf's mangrove and sandy environments. Females produce sand collars during the breeding season, unique reproductive structures of moon snails. These structures are egg masses with sand grains embedded in a gelatinous matrix. Embryos develop within, eventually dispersing as planktonic larvae.","Naticarius canrena, comúnmente conocido como caracol luna depredador, es un molusco gasterópodo marino de la familia Naticidae. La longitud máxima registrada de la concha de Naticarius canrena es de 65 mm. Son criaturas depredadoras que se alimentan principalmente de bivalvos, pero pueden atacar a otros moluscos con concha, incluidos otros caracoles luna. Naticarius canrena habita en una variedad de profundidades, desde la zona intermareal hasta los 101 metros, con especímenes encontrados a profundidades de hasta 400 pies frente a la costa de Barbados. Su hábitat incluye sustratos arenosos donde cazan arando a través de la arena. La concha de Naticarius canrena es globular, una forma típica dentro de su familia. Morfológicamente, muestran similitud con Polinices lacteus, especialmente en el enrollamiento y textura de la concha, en contraste marcado con Caecum heptagonum, la especie más divergente morfológicamente en comparación. Esta especie se puede considerar como que exhibe una forma central típica de los ambientes de manglares y arenales del Golfo. Las hembras producen collares de arena durante la temporada de reproducción, estructuras reproductivas únicas de los caracoles luna. Estas estructuras son masas de huevos con granos de arena incrustados en una matriz gelatinosa. Los embriones se desarrollan en su interior, eventualmente dispersándose como larvas planctónicas.",Wikipedia: Naticarius canrena | Wikipedia: Naticarius
Fulguropsis_spirata,183.767,Ficus_papyratia,83.744,Caecum_heptagonum,619.658,"Fulguropsis spirata, commonly known as the pear whelk or Gulf pear whelk, is a marine gastropod mollusk belonging to the family Busyconidae. This species is distributed from the Caribbean to the western Gulf of Mexico. Adult pear whelks can reach a size of up to 15 cm (5.9 inches). The shell is characterized by a thin structure, a long siphonal canal, and a short, flattened spire. The coloration typically includes a cream background with possible axial brown streaks, similar to the lightning whelk. Its egg case resembles those of the lightning whelk and knobbed whelk but is smaller and thinner, with spiked edges. Fulguropsis spirata exhibits morphological similarities with Ficus papyratia, such as shared traits in shell structure. In contrast, it is significantly different from Caecum heptagonum. The species' distance to mean shape suggests it is a central form typical of the Gulf region rather than a divergent peripheral form.","Fulguropsis spirata, conocida comúnmente como el caracol pera o caracol pera del Golfo, es un molusco gasterópodo marino perteneciente a la familia Busyconidae. Esta especie está distribuida desde el Caribe hasta el oeste del Golfo de México. Los caracoles pera adultos pueden alcanzar un tamaño de hasta 15 cm (5.9 pulgadas). La concha se caracteriza por una estructura delgada, un canal sifonal largo y una espira corta y aplanada. La coloración típicamente incluye un fondo crema con posibles rayas marrones axiales, similar a la del caracol relámpago. Su cápsula de huevo se asemeja a las del caracol relámpago y el caracol perilla pero es más pequeña y delgada, con bordes espinosos. Fulguropsis spirata exhibe similitudes morfológicas con Ficus papyratia, como rasgos compartidos en la estructura de la concha. En contraste, es significativamente diferente de Caecum heptagonum. La distancia de la especie a la forma media sugiere que es una forma central típica de la región del Golfo en lugar de una forma periférica divergente.",Wikipedia: Fulguropsis spirata | Wikipedia: Fulguropsis
Olivella_watermani,185.132,Agaronia_griseoalba,50.411,Thylacodes_riisei,647.847,"Olivella watermani is a small sea snail, a marine gastropod mollusk in the subfamily Olivellinae within the family Olividae, commonly referred to as the olives. The shell of Olivella watermani is described as solid, with around four whorls and a short conic spire. The suture is deep and narrow, while the columellar area features a strong raised callus, upper and lower columellar plications, and a lip that is about four-fifths of the shell's length. The upper third of the aperture is closed off by the heavy callus. The shell's coloration is white, adorned with three rather obscure suffused bands of pink, orange, or yellow spots on the last whorl. The size of the shell ranges from approximately 9.6 mm to 10.5 mm in length and about 4.5 mm to 4.6 mm in width. This species has been initially found dredged off Palm Beach, Florida, at a depth of 80 fathoms. Olivella watermani shares morphological similarities with Agaronia griseoalba due to the presence of a similar elongated shell shape and decorative banding, whereas the Thylacodes riisei represents a more distant morphological design, highlighting Olivella watermani's peripheral placement in terms of morphology within its range.","Olivella watermani es un pequeño caracol marino, un molusco gasterópodo marino de la subfamilia Olivellinae dentro de la familia Olividae, comúnmente conocida como las olivas. La concha de Olivella watermani se describe como sólida, con alrededor de cuatro vueltas y una corta espiral cónica. La sutura es profunda y estrecha, mientras que el área columelar presenta un callo elevado fuerte, plicaciones columelares superiores e inferiores, y un labio que abarca aproximadamente cuatro quintas partes de la longitud de la concha. El tercio superior de la abertura está cerrado por el callo pesado. La coloración de la concha es blanca, adornada con tres bandas más bien difusas de color rosa, naranja o amarillo en el último giro. El tamaño de la concha varía de aproximadamente 9.6 mm a 10.5 mm de longitud y alrededor de 4.5 mm a 4.6 mm de ancho. Esta especie se encontró inicialmente dragada frente a Palm Beach, Florida, a una profundidad de 80 brazas. Olivella watermani comparte similitudes morfológicas con Agaronia griseoalba debido a la presencia de una forma de concha alargada similar y bandas decorativas, mientras que Thylacodes riisei representa un diseño morfológico más distante, destacando la ubicación periférica de Olivella watermani en términos de morfología dentro de su rango.",Wikipedia: Olivella watermani | Wikipedia: Olivella
Agathotoma_alcippe,189.204,Crassispira_cubana,66.026,Caecum_heptagonum,655.237,"Agathotoma alcippe is a marine gastropod mollusk in the family Mangeliidae. The shell of this species is small, varying in length from 5 mm to 11 mm, and is subcylindrical and turreted. It is characterized by a projecting, minute subglobular apex composing about 1½ smooth whorls in the protoconch, followed by approximately 4½ sculptured whorls in the teleoconch. The shell displays a uniform cover of minute, close-set spiral threads. The axial sculpture consists of prominent, slightly oblique ribs (seven or eight on the body whorl) with wider interspaces. The ribs do not continue across the spire and are notably visible at the shoulder. The distinct and appressed suture contributes to the shell's turreted appearance. The aperture is narrow, with a thick, striated outer lip that is smooth inside. The anal sulcus is conspicuous but not deep, and the siphonal canal is barely differentiated. Agathotoma alcippe displays a whitish or pale brownish coloration. The species occurs in marine environments off the Sea of Cortez, Western Mexico, and further south to Panama and the Galápagos Islands. Morphologically, Agathotoma alcippe is central within its species complex in the Gulf of California. It shows notable similarity to Crassispira cubana, sharing characteristics such as the turreted shell shape and prominent axial ribs. In contrast, Agathotoma alcippe differs greatly from Caecum heptagonum, which represents the most morphologically distant species.","Agathotoma alcippe es un molusco gasterópodo marino de la familia Mangeliidae. La concha de esta especie es pequeña, variando en longitud de 5 mm a 11 mm, y es subcylindrica y con forma de torre. Se caracteriza por un ápice subglobular proyectado y pequeño que compone alrededor de 1½ vueltas lisas en el protoconquili, seguido por aproximadamente 4½ vueltas esculpidas en el teleoconquili. La concha muestra una cobertura uniforme de hilos espirales finamente ajustados. La escultura axial consta de costillas prominentes, ligeramente oblicuas (siete u ocho en la vuelta principal) con espacios más amplios entre ellas. Las costillas no se continúan a través de la espira y son notables en el hombro. La sutura, distinta y apretada, contribuye al aspecto en forma de torre de la concha. La apertura es estrecha, con un labio exterior grueso y estriado, que es liso por dentro. El surco anal es visible pero no profundo, y el canal sifonal está apenas diferenciado. Agathotoma alcippe presenta una coloración blanquecina o marrón pálido. La especie se encuentra en ambientes marinos frente al Mar de Cortés, en el oeste de México, y más al sur hacia Panamá y las Islas Galápagos. Morfológicamente, Agathotoma alcippe está central dentro de su complejo de especies en el Golfo de California. Muestra una similitud notable con Crassispira cubana, compartiendo características como la forma de concha con torre y costillas axiales prominentes. En contraste, Agathotoma alcippe difiere notablemente de Caecum heptagonum, que representa la especie más distante morfológicamente.",Wikipedia: Agathotoma alcippe | Wikipedia: Agathotoma
