Species,Procrustes_distance_to_mean_shape,ficha_en,ficha_es,fuentes_wikipedia
Lobatus_peruvianus,217.991,"Lobatus peruvianus, commonly known as the Peruvian conch or the cock's comb conch, is a large marine gastropod mollusk in the family Strombidae. It inhabits the tropical coastal waters of the Eastern Pacific Ocean, including regions such as the Gulf of California, Mexico, Pacific Panama, Nicaragua, Costa Rica, Ecuador, and Peru. L. peruvianus resides in sandy substrates at depths up to 130 feet.

The shell of Lobatus peruvianus is substantial, with a size range from 60 to 210 mm. Characteristic features include a heavy shell with a depressed spire and a prominent tip. The outer lip of the shell is highly ornamental. Its coloration includes tan and light brown on the exterior, with potential pink tones, while the inner and outer lips appear in shades of cream, pink, or white. The morphological form of L. peruvianus is considered divergent within its classification, suggested by a high Procrustes distance.

This species is an algivore, consuming primarily algae found on the sea floor, and occasionally detritus. Movement is facilitated by their muscular foot, enabling them to navigate the sand and aid in predator evasion through disruptively scented trails. L. peruvianus matures slowly, requiring up to five years to reach maturity, and individuals can live from ten to thirty years.

Peruvian conchs are often exploited as a protein source along the Pacific coast, and their shells are sometimes used as trumpets. Due to their slow growth and late reproduction, they are susceptible to overfishing.","Lobatus peruvianus, conocido comúnmente como caracol peruano o concha de peine de gallo, es un gran molusco gasterópodo marino de la familia Strombidae. Habita en las aguas costeras tropicales del Océano Pacífico Oriental, incluyendo regiones como el Golfo de California, México, Panamá Pacífica, Nicaragua, Costa Rica, Ecuador y Perú. L. peruvianus reside en sustratos arenosos a profundidades de hasta 130 pies.

La concha de Lobatus peruvianus es sustancial, con un rango de tamaño de 60 a 210 mm. Las características distintivas incluyen una concha pesada con una espira deprimida y una punta prominente. El labio exterior de la concha es altamente ornamental. Su coloración incluye tonos en la gama de marrón claro y rosado en el exterior, mientras que el interior y los labios externos aparecen en tonos crema, rosa o blanco. La forma morfológica de L. peruvianus se considera divergente dentro de su clasificación, como lo sugiere una alta distancia de Procrustes.

Esta especie es algívora, consumiendo principalmente algas encontradas en el fondo marino y, ocasionalmente, detritus. El movimiento se facilita por su pie muscular, lo que les permite navegar por la arena y ayudar en la evasión de depredadores a través de senderos aromáticos disruptivos. L. peruvianus madura lentamente, requiriendo hasta cinco años para alcanzar la madurez, y los individuos pueden vivir de diez a treinta años.

Las conchas peruanas a menudo se explotan como fuente de proteínas a lo largo de la costa del Pacífico, y sus conchas a veces se utilizan como trompetas. Debido a su lento crecimiento y reproducción tardía, son susceptibles a la sobrepesca.",Wikipedia: Lobatus peruvianus | Wikipedia: Lobatus
Antisabia_panamensis,21.717,"Antisabia panamensis is a species of small sea snails within the family Hipponicidae, known for their hoof-shaped shells, common in warm seas worldwide. Species in this genus are typically sedentary and exhibit a commensal lifestyle, living on the underside of stones or loosely attached to larger gastropods or invertebrates. This mode of life leads to features such as thin basal plates, elongated snouts, and small osphradia. Members of Antisabia live in colonies with a few larger females surrounded by many smaller males. The reproductive strategy includes storing the egg mass within the female shell, from which young emerge at the crawling stage. Given the Procrustes distance of 21717, Antisabia panamensis presents a morphologically divergent shell from the mean shape of the group, implying unusual or unique features compared to its relatives.","Antisabia panamensis es una especie de pequeños caracoles marinos dentro de la familia Hipponicidae, conocidos por sus conchas con forma de casco, comunes en mares cálidos de todo el mundo. Las especies de este género son típicamente sedentarias y exhiben un estilo de vida comensal, viviendo en la parte inferior de piedras o adheridas de manera suelta a gasterópodos o invertebrados más grandes. Este modo de vida lleva a características como placas basales delgadas, hocicos alargados y osfradios pequeños. Los miembros de Antisabia viven en colonias con unas pocas hembras más grandes rodeadas de muchos machos más pequeños. La estrategia reproductiva incluye almacenar la masa de huevos dentro de la concha de la hembra, de la cual los jóvenes emergen en la etapa de arrastramiento. Dada la distancia Procrustes de 21717, Antisabia panamensis presenta una concha morfológicamente divergente de la forma media del grupo, lo que implica características inusuales o únicas en comparación con sus parientes.",Wikipedia: Antisabia panamensis | Wikipedia: Antisabia
Calyptraea_spirata,214.182,"Calyptraea spirata is a marine gastropod mollusk belonging to the family Calyptraeidae, which is known for species such as slipper snails, cup-and-saucer snails, and Chinese hat snails. This species exhibits a shell morphology that is notably divergent from the average within its genus, as indicated by a Procrustes distance to mean shape of 214182. Morphologically, species within the genus Calyptraea generally present a coiled shell resembling the shape of a Chinese hat, with variations in terms of whorls and aperture which can be significant for species identification. The shell coloration and patterns can vary, often exhibiting subtle shades and markings typical to marine gastropods. Members of this genus usually inhabit marine environments, preferring substrates that allow for attachment, and are distributed in various oceanic regions including the Eastern Pacific. The genus Calyptraea can display varied feeding behaviors as gastropods, typically grazing on biofilm or detritus present in their habitat.","Calyptraea spirata es un molusco gasterópodo marino perteneciente a la familia Calyptraeidae, conocida por especies como los caracoles de zapatilla, los caracoles taza y platillo y los caracoles sombrero chino. Esta especie exhibe una morfología de la concha que es notablemente divergente del promedio dentro de su género, como lo indica una distancia de Procrustes a la forma media de 214182. Morfológicamente, las especies del género Calyptraea generalmente presentan una concha enrollada que se asemeja a la forma de un sombrero chino, con variaciones en términos de espirales y apertura que pueden ser significativas para la identificación de especies. La coloración y los patrones de la concha pueden variar, exhibiendo a menudo matices sutiles y marcas típicas de los gasterópodos marinos. Los miembros de este género suelen habitar entornos marinos, prefiriendo sustratos que permitan la adhesión, y se distribuyen en varias regiones oceánicas, incluido el Pacífico Oriental. El género Calyptraea puede mostrar comportamientos alimentarios variados como gasterópodos, típicamente pastando en la biopelícula o detritos presentes en su hábitat.",Wikipedia: List of marine molluscs of Angola | Wikipedia: Calyptraea
Crassispira_discors,208.347,"Crassispira discors is a species of sea snail within the family Pseudomelatomidae. This marine gastropod is found from the Sea of Cortez, Western Mexico to Ecuador. The shell reaches a length of 35 mm, indicative of a high-spired form typical of the genus Crassispira. Shells in this genus often possess a tall spire, a subsutural keel, and narrow axial ribs overridden by spirals that form beads or nodules. Crassispira shells also have a distinct deep anal sinus located on a subsutural ramp, bordered by a raised rib. A notable feature of Crassispira discors is its Procrustes distance to mean shape, which is 208347, suggesting a more divergent shell form compared to the average shapes in its group. The species appears to share morphological similarities with Crassispira flavocarinata, as the latter has a similar shell sculpture.","Crassispira discors es una especie de caracol marino dentro de la familia Pseudomelatomidae. Este molusco gasterópodo marino se encuentra desde el Mar de Cortés, México Occidental, hasta Ecuador. La concha alcanza una longitud de 35 mm, indicativa de una forma de espiral alta típica del género Crassispira. Las conchas de este género suelen poseer una espiral alta, un quilla subsutural y costillas axiales estrechas superpuestas por espirales que forman cuentas o nódulos. Las conchas de Crassispira también tienen un seno anal profundo distinto ubicado en una rampa subsutural, bordeado por una costilla elevada. Una característica notable de Crassispira discors es su distancia de Procrustes respecto a la forma media, que es de 208347, lo que sugiere una forma divergente de la concha en comparación con las formas promedio en su grupo. La especie parece compartir similitudes morfológicas con Crassispira flavocarinata, ya que esta última tiene una escultura de concha similar.",Wikipedia: Crassispira discors | Wikipedia: Crassispira
Crucibulum_concameratum,208.282,"Crucibulum concameratum, described by Reeve in 1859, is a marine gastropod mollusk belonging to the family Calyptraeidae. It is commonly known as a 'cup-and-saucer snail.' The genus Crucibulum is characterized by its distinctive shape resembling a small cup or shelter, often with a deep central cavity. The species within this genus typically exhibit this characteristic form. Crucibulum concameratum demonstrates a significant Procrustes distance to the mean shape of 208282, indicating a morphologically divergent shell form compared to other members of its taxonomic group.","Crucibulum concameratum, descrito por Reeve en 1859, es un molusco gasterópodo marino perteneciente a la familia Calyptraeidae. Es comúnmente conocido como un 'caracol de taza y platillo'. El género Crucibulum se caracteriza por su forma distintiva que recuerda a una pequeña taza o refugio, a menudo con una cavidad central profunda. Las especies dentro de este género generalmente exhiben esta forma característica. Crucibulum concameratum demuestra una distancia Procrustes a la forma promedio de 208282, lo que indica una forma de concha morfológicamente divergente en comparación con otros miembros de su grupo taxonómico.",Wikipedia: Crucibulum (gastropod) | Wikipedia: Crucibulum
Agaronia_propatula,20.673,"Agaronia propatula is a marine gastropod mollusk in the family Olividae, commonly referred to as the olives. The shell of Agaronia propatula is ovate-oblong and slightly swollen towards the base with a pale ochraceous color. It is decorated with sparse longitudinal zigzag brown lines and darker transverse hair-like lines, along with scattered spots. The rim of the shell is spread out and prominently grooved underneath. The base of the shell features a carinated midsection. This species occurs in the Pacific Ocean off Central America, as well as along the coasts of Colombia and Ecuador.

Agaronia propatula exhibits a Procrustes distance of 20673, indicating a morphologically divergent shell form compared to the group average within its genus. Members of the genus Agaronia typically possess a thin shell with an oliviform shape and a wide aperture that is effuse anteriorly. They are adapted to a variety of tropical and subtropical marine environments worldwide, generally inhabiting shallow waters and favoring sandy and muddy substrates.","Agaronia propatula es un molusco gasterópodo marino de la familia Olividae, comúnmente conocida como las aceitunas. La concha de Agaronia propatula es ovada-oblonga y ligeramente hinchada hacia la base, con un color ocre pálido. Está decorada con líneas marrones zigzagueantes longitudinales dispersas y líneas más oscuras a modo de cabello en la dirección transversal, junto con manchas dispersas. El borde de la concha se extiende y presenta un prominente surco por debajo. La base de la concha muestra una sección media carinada. Esta especie se encuentra en el Océano Pacífico frente a América Central, así como a lo largo de las costas de Colombia y Ecuador.

Agaronia propatula exhibe una distancia de Procrustes de 20673, indicando una forma de concha morfológicamente divergente en comparación con el promedio del grupo dentro de su género. Los miembros del género Agaronia generalmente poseen una concha delgada con una forma oliviforme y una amplia abertura que es efusa anteriormente. Están adaptados a una variedad de ambientes marinos tropicales y subtropicales en todo el mundo, generalmente habitando en aguas poco profundas y prefiriendo sustratos arenosos y fangosos.",Wikipedia: Agaronia propatula | Wikipedia: Agaronia
Crassispira_incrassata,206.132,"Crassispira incrassata is a species of sea snail in the family Pseudomelatomidae. They belong to the genus Crassispira, which consists of small predatory sea snails known for their narrow, high-spired shells. Members of this genus first appeared in the fossil record approximately 48.6 million years ago during the Eocene epoch and continue to exist today. The species was first described in 1834 by a British conchologist.","Crassispira incrassata es una especie de caracol marino de la familia Pseudomelatomidae. Pertenecen al género Crassispira, que está compuesto por pequeños caracoles marinos depredadores conocidos por sus conchas estrechas y de espiral alta. Los miembros de este género aparecieron por primera vez en el registro fósil hace aproximadamente 48.6 millones de años durante el Eoceno y continúan existiendo hoy en día. La especie fue descrita por primera vez en 1834 por un conchólogo británico.",https://serpapi.com/search/Crassispira incrassata gastropod shell morphology taxonomy | WoRMS: https://serpapi.com/search/Crassispira incrassata site:marinespecies.org OR site:molluscabase.org
Agaronia_griseoalba,201.482,"Agaronia griseoalba is a species of marine gastropod mollusk in the family Olividae, commonly known as the olives. The shell length of this species ranges between 36 mm and 39 mm. The shell is oliviform with a relatively short spire, occupying about one-third of the total shell length. The aperture is moderately expanded, and the outer lip is somewhat thick, adhering slightly at the top. The shell exterior is greyish-white with faint grey shadows along growth lines, and vertical rows of pale brown spots on the initial part of the body whorl that fade towards the end. There are occasional reddish-brown spots near the aperture wall's upper end. The basal band is white with a yellowish tint in the lower half, and the columellar folds are pure white. The species has a distinctive chestnut brown interior lip, sometimes interrupted by grey patches, while the inner edge of the aperture is unmarked white. Agaronia griseoalba inhabits the Mexican part of the North Pacific Ocean, as well as waters off Costa Rica, Panama, Nicaragua, and El Salvador. Generally found in shallow waters and sandy substrates, members of the genus Agaronia display adaptability to various marine environments. The shell's Procrustes distance of 201482 suggests it is morphologically divergent compared to the average Agaronia shell.","Agaronia griseoalba es una especie de molusco gasterópodo marino de la familia Olividae, comúnmente conocidos como olivas. La longitud de la concha de esta especie varía entre 36 mm y 39 mm. La concha es oliviforme con una espira relativamente corta, ocupando aproximadamente un tercio de la longitud total de la concha. La abertura está moderadamente expandida, y el labio exterior es algo grueso, adheriéndose ligeramente en la parte superior. El exterior de la concha es de color blanco grisáceo con sombras grises tenues a lo largo de las líneas de crecimiento, y hileras verticales de manchas marrón pálido en la parte inicial de la vuelta corporal que se desvanecen hacia el final. Hay manchas ocasionales de color marrón rojizo cerca del extremo superior de la pared de la abertura. La banda basal es blanca con un tono amarillo en la mitad inferior, y los pliegues columelares son completamente blancos. La especie tiene un distintivo labio interior de color marrón castaño, algunas veces interrumpido por parches grises, mientras que el borde interior de la abertura es blanco sin marcas. Agaronia griseoalba habita la parte mexicana del Océano Pacífico Norte, así como las aguas de Costa Rica, Panamá, Nicaragua y El Salvador. Generalmente se encuentra en aguas poco profundas y sustratos arenosos, los miembros del género Agaronia muestran adaptabilidad a diversos entornos marinos. La distancia de Procrustes de la concha de 201482 sugiere que es morfológicamente divergente en comparación con la concha promedio de Agaronia.",Wikipedia: Agaronia griseoalba | Wikipedia: Agaronia
Aspella_pyramidalis,1.997.248,"Aspella pyramidalis is a marine gastropod within the Kingdom Animalia, Phylum Mollusca, and Class Gastropoda. It belongs to the Subclass Caenogastropoda, Order Neogastropoda, and Superfamily Muricoidea. The detailed morphological characteristics, geographic distribution, and ecological information of Aspella pyramidalis are not explicitly available in the consulted sources. The Procrustes distance value of 19972478241368900 suggests a highly divergent shell form from the group average, although specific morphological comparisons","Aspella pyramidalis es un gasterópodo marino dentro del Reino Animalia, Filo Mollusca y Clase Gastropoda. Pertenece a la Subclase Caenogastropoda, Orden Neogastropoda y Superfamilia Muricoidea. Las características morfológicas detalladas, la distribución geográfica e información ecológica de Aspella pyramidalis no están explícitamente disponibles en las fuentes consultadas. El valor de distancia de Procrustes de 19972478241368900 sugiere una forma de concha altamente divergente respecto al promedio del grupo, aunque no se encontraron comparaciones morfológicas específicas.",https://serpapi.com/search.json?Aspella_pyramidalis+gastropod+shell+morphology+taxonomy | WoRMS: https://serpapi.com/search.json?Aspella_pyramidalis+site%3Amarinespecies.org+OR+site%3Amolluscabase.org
Caesia_fossata,195.587,"Caesia fossata is a species in the genus Caesia, which belongs to the family Nassariidae and the subfamily Nassariinae. The shell of Caesia is bucciniform with the spire elevated and whorls that are rugose. The inner lip exhibits a spreading, corrugated callus, while the outer lip is denticulate and lirate internally, though not variced externally. The species is classified under the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, Subclass Caenogastropoda. Evolutionary and phylogenetic analyses have provided insights into the Nassariidae family's systematics. The Procrustes distance value of 19558698541332100 indicates a highly divergent shell morphology from the group average, which suggests a unique shell form within the genus.","Caesia fossata es una especie del género Caesia, que pertenece a la familia Nassariidae y a la subfamilia Nassariinae. La concha de Caesia es bucciniforme, con una espira elevada y vueltas rugosas. El labio interno muestra un callo extendido y corrugado, mientras que el labio externo es denticulado y liratado internamente, aunque no presenta varices externamente. La especie está clasificada bajo el Reino Animalia, Filo Mollusca, Clase Gastropoda, Subclase Caenogastropoda. Los análisis evolutivos y filogenéticos han proporcionado información sobre la sistemática de la familia Nassariidae. El valor de distancia de Procrustes de 19558698541332100 indica una morfología de concha altamente divergente del promedio del grupo, lo que sugiere una forma de concha única dentro del género.",Wikipedia: Caesia (gastropod) | WoRMS: https://www.marinespecies.org/aphia.php?p=taxdetails&id=572965
Crucibulum_scutellatum,1.953.803,"Crucibulum scutellatum is a species of sea snail in the family Calyptraeidae, commonly known as cup-and-saucer snails. Taxonomically, it belongs to the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, Clade Caenogastropoda, and Order Littorinimorpha. This species was first described by W. Wood in 1828. The Procrustes distance, indicating shell morphological divergence, is notably large for Crucibulum scutellatum, suggesting a distinct shell form compared to the group average. However, specific details about its shell morphology, geographic distribution, and ecology","Crucibulum scutellatum es una especie de caracol marino de la familia Calyptraeidae, comúnmente conocida como caracoles cuenco y platillo. Taxonómicamente, pertenece al Reino Animalia, Filo Mollusca, Clase Gastropoda, Clado Caenogastropoda y Orden Littorinimorpha. Esta especie fue descrita por primera vez por W. Wood en 1828. La distancia de Procrustes, que indica la divergencia morfológica de la concha, es notablemente grande para Crucibulum scutellatum, lo que sugiere una forma de concha distinta en comparación con el promedio del grupo. Sin embargo, los detalles específicos sobre su morfología de concha, distribución geográfica y ecología no se encontraron en las fuentes consultadas.",https://www.google.com/search?q=Crucibulum+scutellatum+gastropod+shell+morphology+taxonomy | WoRMS: https://www.google.com/search?q=Crucibulum+scutellatum+site:marinespecies.org+OR+site:molluscabase.org
Hexaplex_princeps,1.950.304,"Hexaplex princeps is a species of sea snail, a marine gastropod mollusk in the family Muricidae, known as murex snails or rock snails. This species belongs to the genus Hexaplex, which is characterized by medium-sized to large shells with a solid and globose appearance. The shells typically exhibit five to eight varices which are foliaceous. Hexaplex princeps is associated with the Eastern Pacific region.","Hexaplex princeps es una especie de caracol marino, un molusco gasterópodo marino de la familia Muricidae, conocidos como caracoles murex o caracoles de roca. Esta especie pertenece al género Hexaplex, que se caracteriza por conchas de tamaño medio a grande con una apariencia sólida y globosa. Las conchas típicamente exhiben de cinco a ocho varices que son foliáceas. Hexaplex princeps se asocia con la región del Pacífico Oriental.",Wikipedia: Hexaplex princeps | Wikipedia: Hexaplex
Bostrycapulus_aculeatus,1.920.057,"Bostrycapulus aculeatus is a species of sea snail within the family Calyptraeidae, commonly known as slipper snails, slipper limpets, cup-and-saucer snails, and hat snails. This species is distributed in Florida and the Bahamas. The shell of Bostrycapulus aculeatus can grow up to a maximum length of 30 mm. It inhabits marine environments at depths ranging from 0 to 80 meters. The genus Bostrycapulus, also known as spiny slipper snails, was distinguished from the genus Crepidula based on morphological and DNA sequence data, establishing it as a monophyletic group more closely related to Crepipatella than Crepidula. Historically, members of the genus Bostrycapulus were considered a single species under the name Crepidula aculeata until further taxonomic revision. Bostrycapulus aculeatus exhibits a Procrustes distance to mean shape of 1920057, indicating a morphologically divergent shell form compared to the group average.","Bostrycapulus aculeatus es una especie de caracol marino dentro de la familia Calyptraeidae, comúnmente conocida como caracoles zapatilla, limpetas zapatilla, caracoles taza y platillo, y caracoles sombrero chino. Esta especie se distribuye en Florida y las Bahamas. La concha de Bostrycapulus aculeatus puede crecer hasta una longitud máxima de 30 mm. Habita en ambientes marinos a profundidades que van desde 0 hasta 80 metros. El género Bostrycapulus, también conocido como caracoles zapatilla espinosos, se distinguió del género Crepidula basado en datos morfológicos y de secuencia de ADN, estableciéndose como un grupo monofilético más relacionado con Crepipatella que con Crepidula. Históricamente, los miembros del género Bostrycapulus se consideraban una sola especie bajo el nombre de Crepidula aculeata hasta una revisión taxonómica ulterior. Bostrycapulus aculeatus exhibe una distancia de Procrustes a la forma media de 1920057, lo que indica una forma de concha morfológicamente divergente en comparación con el promedio del grupo.",Wikipedia: Bostrycapulus aculeatus | Wikipedia: Bostrycapulus
Knefastia_olivacea,1.916.057,"Knefastia olivacea, commonly known as the olivaceous turris, is a species of sea snail belonging to the family Pseudomelatomidae. The shell length of this marine gastropod varies between 45 mm and 60 mm, indicating significant size variability within the species. Knefastia olivacea has been reported in the marine environments ranging from the Sea of Cortez in Western Mexico to Ecuador. Additionally, its fossil record includes findings in Quaternary strata on the coast of Oaxaca, Mexico, with an age range from 0.126 to 0.012 million years ago, as well as in Pleistocene strata in Costa Rica.

The shell form of Knefastia olivacea is notably divergent, reflected by its Procrustes distance of 1916057, suggesting a greater morphological variation compared to the average shell form within its genus or related taxa. As a member of the Knefastia genus, Knefastia olivacea shares taxonomic history with turrids and allies, previously classified under the subfamily Cochlespirinae of the family Turridae.","Knefastia olivacea, comúnmente conocida como turris olivácea, es una especie de caracol marino perteneciente a la familia Pseudomelatomidae. La longitud de la concha de este molusco gasterópodo marino varía entre 45 mm y 60 mm, indicando una variabilidad de tamaño significativa dentro de la especie. Se ha reportado la presencia de Knefastia olivacea en ambientes marinos desde el Mar de Cortés en el oeste de México hasta Ecuador. Además, su registro fósil incluye hallazgos en estratos cuaternarios en la costa de Oaxaca, México, con un rango de edad de 0.126 a 0.012 millones de años, así como en estratos del Pleistoceno en Costa Rica.

La forma de la concha de Knefastia olivacea es notablemente divergente, reflejada en su distancia de Procrustes de 1916057, lo que sugiere una mayor variación morfológica en comparación con la forma promedio de conchas dentro de su género o taxa relacionados. Como miembro del género Knefastia, Knefastia olivacea comparte historia taxonómica con los turrids y aliados, anteriormente clasificada bajo la subfamilia Cochlespirinae de la familia Turridae.",Wikipedia: Knefastia olivacea | Wikipedia: Knefastia
Crucibulum_pectinatum,1.907.673,"Crucibulum pectinatum is a marine gastropod mollusk belonging to the family Calyptraeidae, commonly referred to as cup-and-saucer snails. Species within this genus exhibit a shell morphology characterized by a protoconch and spiral sculpture unique to their systematic group. This species shows a high Procrustes distance to the mean shell shape (1907673), indicating a morphologically divergent form compared to other species within the genus.

Found in marine habitats, these snails typically inhabit intertidal regions where they attach to hard substrates. The shells are known for their distinctive cup-and-saucer shape, and like other members of the Calyptraeidae, they likely exhibit sessile feeding behaviors, filtering microorganisms from the water.

The ecological role of Crucibulum species includes interactions with other marine organisms, possibly competing for space on substrates. The genus has been documented to include several species, each differentiated by subtle variations in shell architecture.","Crucibulum pectinatum es un molusco gasterópodo marino perteneciente a la familia Calyptraeidae, comúnmente conocido como caracoles de taza y platillo. Las especies dentro de este género presentan una morfología de concha caracterizada por un proto-concha y escultura espiral únicas de su grupo sistemático. Esta especie muestra una distancia de Procrustes alta respecto a la forma media de la concha (1907673), lo que indica una forma morfológicamente divergente en comparación con otras especies dentro del género.

Encontrados en hábitats marinos, estos caracoles típicamente habitan regiones intermareales donde se adhieren a sustratos duros. Las conchas son conocidas por su forma distintiva de taza y platillo, y como otros miembros de la Calyptraeidae, probablemente exhiben comportamientos alimentarios sésiles, filtrando microorganismos del agua.

El papel ecológico de las especies Crucibulum incluye interacciones con otros organismos marinos, posiblemente compitiendo por espacio en sustratos. El género ha sido documentado para incluir varias especies, cada una diferenciada por variaciones sutiles en la arquitectura de la concha.",Wikipedia: Crucibulum (gastropod) | Wikipedia: Crucibulum
Megasurcula_carpenteriana,1.904.669,"Megasurcula carpenteriana, also known as Carpenter's turrid, is a medium-sized predatory sea snail in the family Pseudomelatomidae. This species is found in the Eastern Pacific Ocean, from California, United States to Central Baja California, Mexico. The shell of M. carpenteriana is large and ponderous, likely the largest Pleurotomid known. Its adult shell length ranges from 90 to 110 mm, and it is known for its heavy build. The shell has a broadly obtuse base and is without an apparent siphonal canal. The columella features an oblique ridge, with a simple suture and a large, broadly rounded sinus near the suture. The shell surface is rough due to close-set, irregular spiral lines without longitudinal sculpturing aside from growth lines. The species Megasurcula, to which M. carpenteriana belongs, is endemic to the Pacific coast of North America and derived from the extinct genus Bathytoma.","Megasurcula carpenteriana, también conocida como turrido de Carpenter, es un caracol marino depredador de tamaño mediano de la familia Pseudomelatomidae. Esta especie se encuentra en el Océano Pacífico Oriental, desde California, Estados Unidos, hasta el Centro de Baja California, México. La concha de M. carpenteriana es grande y pesada, probablemente la más grande conocida entre los Pleurotomid. La longitud de su concha adulta varía de 90 a 110 mm y es conocida por su estructura robusta. La base de su concha es ampliamente obtusa y no tiene un canal sifonal visible. La columela presenta una cresta oblicua, con una sutura simple y un seno grande y ampliamente redondeado cerca de la sutura. La superficie de la concha es rugosa debido a líneas espirales irregulares y cercanas, sin escultura longitudinal aparte de las líneas de crecimiento. El género Megasurcula, al que pertenece M. carpenteriana, es endémico de la costa del Pacífico de América del Norte y se deriva del género extinto Bathytoma.",Wikipedia: Megasurcula carpenteriana | Wikipedia: Megasurcula
Knefastia_dalli,1.889.965,"Knefastia dalli, commonly known as Dall's turrid, is a marine gastropod mollusk belonging to the family Pseudomelatomidae. The species is found in the Sea of Cortez, Western Mexico. The shell length of Knefastia dalli ranges between 40 mm and 70 mm. It is a moderately large fusiform shell with elongated conical shape, indicative of the Knefastia genus.

In comparison to its relatives, Knefastia dalli's shell shows a relatively small Procrustes distance to the mean shape, which suggests it is somewhat typical yet slightly divergent from other shapes within its group. The genus Knefastia was previously classified under the subfamily Cochlespirinae of the family Turridae.","Knefastia dalli, comúnmente conocido como el turrid de Dall, es un molusco gasterópodo marino perteneciente a la familia Pseudomelatomidae. La especie se encuentra en el Mar de Cortés, en el oeste de México. La longitud de la concha de Knefastia dalli varía entre 40 mm y 70 mm. Es una concha fusiforme moderadamente grande con forma cónica alargada, característica del género Knefastia.

En comparación con sus parientes, la concha de Knefastia dalli muestra una distancia de Procrustes relativamente pequeña al tamaño medio, lo que sugiere que es algo típica pero ligeramente divergente de otras formas dentro de su grupo. El género Knefastia fue previamente clasificado bajo la subfamilia Cochlespirinae de la familia Turridae.",Wikipedia: Knefastia dalli | Wikipedia: Knefastia
Bailya_anomala,1.867.608,"The genus Bailya consists of sea snails within the family Pisaniidae. Bailya anomala is recognized as a species in this genus. Specific descriptions for Bailya anomala are not detailed on Wikipedia, but the genus is known for its marine gastropod mollusks, potentially exhibiting characteristics typical of the family Pisaniidae. Based on genus data, Bailya shells may exhibit elongated forms with axial ribs crossed by spiral lines. The dichotomy indicated by the Procrustes distance suggests Bailya anomala may have a shell form that significantly diverges from typical genus characteristics, indicating morphological variation.","El género Bailya consiste en caracoles marinos dentro de la familia Pisaniidae. Bailya anomala es reconocida como una especie en este género. Las descripciones específicas para Bailya anomala no están detalladas en Wikipedia, pero el género es conocido por sus moluscos gasterópodos marinos, potencialmente exhibiendo características típicas de la familia Pisaniidae. Basado en datos del género, las conchas de Bailya pueden presentar formas alargadas con costillas axiales cruzadas por líneas espirales. La dicotomía indicada por la distancia de Procrustes sugiere que Bailya anomala puede tener una forma de concha que diverge significativamente de las características típicas del género, indicando variación morfológica.",Wikipedia: Bailya | WoRMS: https://worms.org
Hexaplex_brassica,1.827.954,"Hexaplex brassica is a species of marine gastropod mollusk in the family Muricidae, known as murex snails or rock snails. The species is distributed offshore in depths of up to 55 meters from Guaymas in Mexico, extending south to Peru, and is more commonly found in Costa Rica. This genus, Hexaplex, includes shells that are solid and globose, displaying five to eight varices that are more or less foliaceous. Hexaplex brassica is characterized by its divergent shell form, as indicated by a high Procrustes distance to the mean shape, suggesting it is morphologically atypical compared to related species.","Hexaplex brassica es una especie de molusco gasterópodo marino de la familia Muricidae, conocida como caracoles Murex o caracoles de roca. La especie se distribuye en alta mar a profundidades de hasta 55 metros desde Guaymas en México, extendiéndose hacia el sur hasta Perú, y es más comúnmente encontrada en Costa Rica. Este género, Hexaplex, incluye conchas que son sólidas y globosas, mostrando de cinco a ocho vórtices que son más o menos foliáceos. Hexaplex brassica se caracteriza por su forma de concha divergente, como lo indica una alta distancia de Procrustes a la forma promedio, lo que sugiere que es morfológicamente atípica en comparación con especies relacionadas.",Wikipedia: Hexaplex brassica | Wikipedia: Hexaplex
Crepidula_norrisiarum,1.810.166,"Crepidula norrisiarum is a species belonging to the Kingdom Animalia, Phylum Mollusca, and Class Gastropoda, under the Order Littorinimorpha and Family Calyptraeidae. Members of the genus Crepidula, commonly known as slipper snails, are characterized by simple shells and a challenging taxonomy due to their plastic morphology. This particular species was described by M. B. Williamson in 1905. Specific","Crepidula norrisiarum es una especie que pertenece al Reino Animalia, Phylum Mollusca, y Clase Gastropoda, bajo el Orden Littorinimorpha y la Familia Calyptraeidae. Los miembros del género Crepidula, conocidos comúnmente como caracoles zapatilla, se caracterizan por conchas simples y una taxonomía desafiante debido a su morfología plástica. Esta especie en particular fue descrita por M. B. Williamson en 1905. Los detalles específicos sobre sus características morfológicas y de distribución no estuvieron disponibles en las fuentes consultadas.",Wikipedia: Crepidula
